NAICS,NAICS_TITLE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,YEAR
221100,"Electric Power Generation, Transmission and Distribution",13-2041,Credit Analysts,detailed,80,11.4,0.02,~,37.01,"76,980",3.1,22.24,27.77,34.42,43.46,57.43,"46,250","57,770","71,600","90,400","119,450",,,2016
221100,"Electric Power Generation, Transmission and Distribution",13-2051,Financial Analysts,detailed,"1,360",8.2,0.35,2,43.6,"90,690",1.5,27.38,33.76,42.14,50.37,62,"56,950","70,220","87,640","104,770","128,970",,,2016
221100,"Electric Power Generation, Transmission and Distribution",15-1121,Computer Systems Analysts,detailed,"3,490",10,0.9,3,46.54,"96,800",1.6,29.96,37.85,46.62,56.18,62.84,"62,320","78,740","96,960","116,850","130,700",,,2016
221100,"Electric Power Generation, Transmission and Distribution",15-1122,Information Security Analysts,detailed,"1,010",6.8,0.26,1,41.98,"87,320",2.3,27.5,32.76,39.83,50.37,60.76,"57,200","68,150","82,840","104,770","126,370",,,2016
221100,"Electric Power Generation, Transmission and Distribution",15-1141,Database Administrators,detailed,560,9.5,0.14,1,45.36,"94,360",1.9,27.68,34.91,45.85,56.29,62.72,"57,560","72,610","95,370","117,070","130,450",,,2016
221100,"Electric Power Generation, Transmission and Distribution",15-2031,Operations Research Analysts,detailed,680,17.7,0.18,2,40.4,"84,030",1.8,25.91,31.26,38.25,47.17,59.07,"53,900","65,020","79,560","98,120","122,870",,,2016
221200,Natural Gas Distribution,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,170,3.5,0.15,1,42.26,"87,910",1.9,26.38,33.93,42.09,49.16,60.19,"54,870","70,570","87,540","102,260","125,200",,,2016
221200,Natural Gas Distribution,13-1161,Market Research Analysts and Marketing Specialists,detailed,720,9.5,0.63,5,37.68,"78,380",2.9,16.13,26.55,36.77,48.9,60.35,"33,540","55,220","76,480","101,710","125,520",,,2016
221200,Natural Gas Distribution,13-2031,Budget Analysts,detailed,**,**,**,1,39.78,"82,740",5.3,22.61,29.02,40.39,48.39,57.99,"47,040","60,370","84,010","100,640","120,620",,,2016
221200,Natural Gas Distribution,13-2041,Credit Analysts,detailed,80,20.8,0.07,~,50.76,"105,570",6.5,32.43,37.39,45.72,57.73,69.86,"67,460","77,770","95,110","120,080","145,310",,,2016
221200,Natural Gas Distribution,13-2051,Financial Analysts,detailed,800,4.4,0.71,2,44.89,"93,380",2.6,28.4,34.26,42.94,54.36,64.52,"59,070","71,260","89,310","113,060","134,210",,,2016
221200,Natural Gas Distribution,15-1121,Computer Systems Analysts,detailed,"1,140",7,1.01,3,47.12,"98,010",2.4,31.28,37.77,46.99,56.96,63.86,"65,070","78,560","97,740","118,470","132,820",,,2016
221200,Natural Gas Distribution,15-1122,Information Security Analysts,detailed,120,8.4,0.1,1,46.07,"95,830",2.9,29.15,36.18,45.8,55.67,62.17,"60,630","75,240","95,270","115,800","129,310",,,2016
221200,Natural Gas Distribution,15-1141,Database Administrators,detailed,190,11.7,0.16,1,44.9,"93,380",2.3,27.83,34.3,45,55.8,62.51,"57,890","71,340","93,610","116,060","130,020",,,2016
221200,Natural Gas Distribution,15-2031,Operations Research Analysts,detailed,210,13.5,0.18,1,39.53,"82,220",5.4,25.21,28.79,36.71,47.52,60.6,"52,430","59,890","76,360","98,850","126,040",,,2016
221300,"Water, Sewage and Other Systems",13-2051,Financial Analysts,detailed,30,13.5,0.06,~,38.57,"80,230",5.4,28.35,32.96,37.33,43.19,47.95,"58,960","68,550","77,650","89,830","99,740",,,2016
236100,Residential Building Construction,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,50,16.2,0.01,~,30.05,"62,510",3.3,21.6,25.37,29.41,34.78,39.03,"44,930","52,780","61,160","72,340","81,180",,,2016
236100,Residential Building Construction,13-1161,Market Research Analysts and Marketing Specialists,detailed,"2,230",5.9,0.31,1,27.21,"56,590",2.5,14.54,18.15,24.35,33.34,45.93,"30,240","37,750","50,660","69,350","95,530",,,2016
236100,Residential Building Construction,13-2031,Budget Analysts,detailed,50,23.3,0.01,~,33.86,"70,430",6.6,18.18,25.69,33.15,41.78,50.67,"37,800","53,440","68,950","86,900","105,400",,,2016
236100,Residential Building Construction,13-2051,Financial Analysts,detailed,210,18.3,0.03,~,37.86,"78,750",4,25.22,31.36,36.62,44.37,52.06,"52,460","65,230","76,180","92,290","108,290",,,2016
236100,Residential Building Construction,15-1121,Computer Systems Analysts,detailed,100,20.2,0.01,~,43.06,"89,550",5.5,21.83,33.1,42.24,50.1,60.94,"45,400","68,860","87,860","104,200","126,760",,,2016
236100,Residential Building Construction,15-1141,Database Administrators,detailed,30,41.4,0,~,37.26,"77,500",5.4,31.2,33.24,36.54,40.04,48.8,"64,890","69,130","76,000","83,280","101,500",,,2016
236200,Nonresidential Building Construction,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,240,12.1,0.03,~,31.84,"66,240",2.7,19.09,24.41,31.22,38.07,46.81,"39,700","50,760","64,930","79,180","97,370",,,2016
236200,Nonresidential Building Construction,13-1161,Market Research Analysts and Marketing Specialists,detailed,"2,330",4.3,0.31,3,32.57,"67,740",2.4,18.16,23.34,29.63,38.41,50.02,"37,760","48,540","61,630","79,900","104,040",,,2016
236200,Nonresidential Building Construction,13-2031,Budget Analysts,detailed,140,26.9,0.02,~,35.44,"73,710",3.1,23.46,28.25,34.05,39.56,48.75,"48,800","58,770","70,830","82,290","101,410",,,2016
236200,Nonresidential Building Construction,13-2051,Financial Analysts,detailed,360,22.7,0.05,~,41.56,"86,440",6.5,24.4,29.79,38.07,50.35,67.01,"50,750","61,970","79,180","104,720","139,390",,,2016
236200,Nonresidential Building Construction,15-1121,Computer Systems Analysts,detailed,510,17.1,0.07,~,43.72,"90,940",4.6,24.05,30.62,40.73,51.27,62.82,"50,030","63,690","84,720","106,640","130,670",,,2016
236200,Nonresidential Building Construction,15-1122,Information Security Analysts,detailed,60,8.7,0.01,~,47.65,"99,120",5.6,27.68,33.34,47.17,61.43,73.16,"57,580","69,350","98,120","127,780","152,170",,,2016
236200,Nonresidential Building Construction,15-1141,Database Administrators,detailed,110,11.5,0.01,~,48.44,"100,760",5,26.39,35.57,47.8,59.68,75.68,"54,890","73,980","99,420","124,140","157,400",,,2016
237100,Utility System Construction,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,80,16.8,0.02,~,28.78,"59,860",4.3,18.19,22.32,27.72,34.54,40.25,"37,840","46,430","57,650","71,850","83,710",,,2016
237100,Utility System Construction,13-1161,Market Research Analysts and Marketing Specialists,detailed,120,17,0.02,~,28.76,"59,810",4,17.33,20.48,26.35,34.45,44.14,"36,050","42,600","54,820","71,650","91,810",,,2016
237100,Utility System Construction,13-2031,Budget Analysts,detailed,30,20,0.01,~,31.56,"65,640",8.6,18.71,24.78,30.1,37.06,45.38,"38,920","51,550","62,600","77,080","94,380",,,2016
237100,Utility System Construction,15-1121,Computer Systems Analysts,detailed,180,18.2,0.04,~,47.47,"98,730",6.7,27.27,35.47,48.74,58.06,68.93,"56,720","73,770","101,370","120,770","143,370",,,2016
237100,Utility System Construction,15-1122,Information Security Analysts,detailed,60,40.9,0.01,~,43.68,"90,860",7.1,17.55,28.39,47.45,57.75,63.18,"36,490","59,050","98,700","120,130","131,420",,,2016
237200,Land Subdivision,13-1161,Market Research Analysts and Marketing Specialists,detailed,450,23.6,1.1,5,31.68,"65,900",11,10.01,17.43,30.72,42.24,58.18,"20,810","36,250","63,910","87,860","121,020",,,2016
237200,Land Subdivision,13-2051,Financial Analysts,detailed,170,35.6,0.43,2,40.29,"83,810",4.6,27.52,32.66,37.04,44.5,56.87,"57,230","67,930","77,040","92,560","118,280",,,2016
237300,"Highway, Street, and Bridge Construction",13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,30,20.2,0.01,~,30.98,"64,430",4.1,20.89,24.63,30.92,37.21,43.4,"43,450","51,220","64,320","77,400","90,280",,,2016
237300,"Highway, Street, and Bridge Construction",13-1161,Market Research Analysts and Marketing Specialists,detailed,40,13.7,0.01,~,30.06,"62,530",5,16.59,22.37,27.77,36.82,47.41,"34,510","46,530","57,760","76,590","98,610",,,2016
237900,Other Heavy and Civil Engineering Construction,13-1161,Market Research Analysts and Marketing Specialists,detailed,80,20.5,0.07,1,30.16,"62,740",9.2,14.94,19.32,25.02,37.72,53.39,"31,080","40,190","52,040","78,470","111,050",,,2016
238100,"Foundation, Structure, and Building Exterior Contractors",13-1161,Market Research Analysts and Marketing Specialists,detailed,210,20.1,0.02,~,21.98,"45,710",7.9,10.01,14.14,19.08,25.8,38.94,"20,810","29,420","39,680","53,660","80,990",,,2016
238200,Building Equipment Contractors,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,110,27.3,0.01,~,31.26,"65,030",5.5,19.15,22.74,29.32,37.99,46.36,"39,830","47,300","60,990","79,010","96,420",,,2016
238200,Building Equipment Contractors,13-1161,Market Research Analysts and Marketing Specialists,detailed,"1,110",8.9,0.06,~,28.44,"59,150",3.5,14.57,18.2,25.28,36.85,48.46,"30,310","37,870","52,580","76,650","100,800",,,2016
238200,Building Equipment Contractors,13-2051,Financial Analysts,detailed,120,16.9,0.01,~,36.56,"76,040",3.7,21.14,27.64,36.38,45.11,51.55,"43,970","57,500","75,670","93,830","107,220",,,2016
238200,Building Equipment Contractors,15-1121,Computer Systems Analysts,detailed,250,12,0.01,~,39.88,"82,950",3.5,26.21,31.02,37.61,47.06,59.88,"54,510","64,520","78,230","97,880","124,560",,,2016
238200,Building Equipment Contractors,15-1122,Information Security Analysts,detailed,60,21.7,0,~,37.23,"77,430",8.9,17.01,22.54,34.44,50.06,63.88,"35,370","46,890","71,630","104,130","132,860",,,2016
238200,Building Equipment Contractors,15-1141,Database Administrators,detailed,120,20.1,0.01,~,33.01,"68,660",4,17.22,23.47,31.77,39.79,51.78,"35,820","48,820","66,080","82,760","107,700",,,2016
238300,Building Finishing Contractors,13-1161,Market Research Analysts and Marketing Specialists,detailed,380,19.7,0.05,~,25.26,"52,540",6.2,11.08,15.31,23.86,33.01,41.93,"23,050","31,850","49,630","68,670","87,220",,,2016
238900,Other Specialty Trade Contractors,13-1161,Market Research Analysts and Marketing Specialists,detailed,150,14.7,0.02,~,27.48,"57,160",5.7,13.43,17.97,25.63,33.5,43.8,"27,940","37,390","53,310","69,670","91,100",,,2016
238900,Other Specialty Trade Contractors,13-2051,Financial Analysts,detailed,40,29.2,0.01,~,36.41,"75,740",4.5,25.31,28.15,34.39,43.15,54.32,"52,650","58,550","71,530","89,750","112,980",,,2016
311100,Animal Food Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,40,25,0.06,1,24.27,"50,480",6.1,15.01,17.35,23.96,29.23,36.23,"31,220","36,090","49,840","60,790","75,350",,,2016
311100,Animal Food Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,300,33.4,0.52,2,30.26,"62,940",5.8,15.03,21.45,28.73,37.91,50.63,"31,260","44,610","59,750","78,860","105,310",,,2016
311200,Grain and Oilseed Milling,13-1161,Market Research Analysts and Marketing Specialists,detailed,170,34.7,0.28,3,35.61,"74,060",8.8,18.93,22.49,30.3,47.37,63.93,"39,370","46,780","63,030","98,520","132,980",,,2016
311200,Grain and Oilseed Milling,13-2051,Financial Analysts,detailed,180,29.4,0.31,2,38.91,"80,940",6.1,22.5,27.01,33.91,43.87,54.92,"46,800","56,180","70,540","91,260","114,230",,,2016
311200,Grain and Oilseed Milling,15-1121,Computer Systems Analysts,detailed,110,33.7,0.19,1,38.41,"79,890",2,25.97,31.39,37.94,45.98,52.04,"54,010","65,290","78,910","95,650","108,250",,,2016
311200,Grain and Oilseed Milling,15-2031,Operations Research Analysts,detailed,110,38.4,0.19,~,29.66,"61,680",3.3,19.23,21.79,26.8,34.72,46.66,"39,990","45,310","55,750","72,220","97,060",,,2016
311300,Sugar and Confectionery Product Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,40,32.3,0.05,1,32.86,"68,340",4.6,20.65,25.68,32.73,39.67,46.39,"42,950","53,410","68,070","82,520","96,500",,,2016
311300,Sugar and Confectionery Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,270,14.9,0.36,3,27.86,"57,950",2.8,13.88,19.6,25.83,34.94,45.65,"28,870","40,770","53,730","72,680","94,950",,,2016
311300,Sugar and Confectionery Product Manufacturing,13-2051,Financial Analysts,detailed,40,6.4,0.06,1,40.56,"84,370",3.8,29.89,33.52,38.85,45.71,50,"62,170","69,720","80,820","95,080","104,000",,,2016
311300,Sugar and Confectionery Product Manufacturing,15-1121,Computer Systems Analysts,detailed,40,7.4,0.06,1,42.61,"88,620",4.4,23.21,33.09,44.17,54.35,60.9,"48,270","68,840","91,870","113,040","126,660",,,2016
311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,210,10.8,0.12,4,27.99,"58,220",3.6,16.84,20.82,25.81,31.81,44.33,"35,030","43,310","53,680","66,160","92,200",,,2016
311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,13-2051,Financial Analysts,detailed,90,8.5,0.05,2,34.06,"70,850",3.3,24.83,27.47,32.07,38.19,45.34,"51,640","57,140","66,710","79,440","94,300",,,2016
311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,15-1121,Computer Systems Analysts,detailed,60,12.1,0.03,1,42.76,"88,930",3.6,24.21,31.98,41.63,50.21,63.65,"50,360","66,520","86,590","104,440","132,390",,,2016
311500,Dairy Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,330,7.1,0.23,5,32.02,"66,600",3.7,18.39,22.44,28.7,39.51,50.73,"38,260","46,680","59,700","82,180","105,520",,,2016
311500,Dairy Product Manufacturing,13-2031,Budget Analysts,detailed,30,34.1,0.02,~,37.85,"78,720",7.1,26.36,29.69,36.3,45.4,54.31,"54,830","61,750","75,500","94,430","112,960",,,2016
311500,Dairy Product Manufacturing,13-2051,Financial Analysts,detailed,90,8.1,0.07,2,36.25,"75,410",3.9,21.82,27.7,35.05,44.11,54.32,"45,380","57,610","72,900","91,740","112,980",,,2016
311500,Dairy Product Manufacturing,15-1121,Computer Systems Analysts,detailed,130,15.1,0.1,2,42.81,"89,040",3,26.25,32.69,42.75,52,60.83,"54,600","67,990","88,930","108,150","126,530",,,2016
311600,Animal Slaughtering and Processing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,50,10.1,0.01,1,24.26,"50,450",2.8,16.33,18.85,22.87,28.68,35.4,"33,970","39,210","47,570","59,660","73,640",,,2016
311600,Animal Slaughtering and Processing,13-1161,Market Research Analysts and Marketing Specialists,detailed,200,13.5,0.04,2,28.27,"58,800",7.6,10.98,16.35,23.55,36.11,54.28,"22,840","34,010","48,980","75,110","112,910",,,2016
311600,Animal Slaughtering and Processing,15-1121,Computer Systems Analysts,detailed,50,19.9,0.01,1,36.77,"76,480",3.4,24.78,31.35,36.74,43.87,49.16,"51,540","65,210","76,420","91,260","102,250",,,2016
311800,Bakeries and Tortilla Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,60,15.1,0.02,~,31.19,"64,860",3.6,19.38,23.01,28.94,39.5,47.51,"40,300","47,860","60,190","82,170","98,820",,,2016
311800,Bakeries and Tortilla Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,370,12.8,0.12,1,29.81,"62,010",3.2,16.29,21.34,27.54,37.01,48.18,"33,880","44,380","57,290","76,980","100,220",,,2016
311800,Bakeries and Tortilla Manufacturing,13-2051,Financial Analysts,detailed,150,24.8,0.05,~,39.79,"82,750",3.7,24.6,29.13,38.3,47.32,57.83,"51,170","60,580","79,660","98,420","120,280",,,2016
311900,Other Food Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,40,18,0.02,1,28.37,"59,000",3.2,16.51,18.81,28.27,35.99,42.56,"34,350","39,130","58,790","74,850","88,520",,,2016
311900,Other Food Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,760,9.6,0.37,7,30.82,"64,100",2.2,17.33,21.89,28.3,36.76,49.78,"36,040","45,520","58,860","76,450","103,540",,,2016
311900,Other Food Manufacturing,13-2051,Financial Analysts,detailed,130,24.5,0.06,1,36.65,"76,240",3.1,24.58,28.52,34.96,42.33,49,"51,120","59,330","72,730","88,060","101,910",,,2016
311900,Other Food Manufacturing,15-1121,Computer Systems Analysts,detailed,160,12.1,0.08,1,35.45,"73,730",4.6,18.43,23.31,32.52,45.84,58.59,"38,330","48,480","67,630","95,360","121,870",,,2016
311900,Other Food Manufacturing,15-2031,Operations Research Analysts,detailed,60,12.8,0.03,1,42.17,"87,710",2.7,27.57,33.66,41.74,48.67,58.98,"57,350","70,010","86,820","101,240","122,670",,,2016
312100,Beverage Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,"1,440",7.3,0.64,9,29.48,"61,320",2.4,15.53,19.19,26.38,35.67,48.46,"32,290","39,910","54,860","74,200","100,800",,,2016
312100,Beverage Manufacturing,13-2051,Financial Analysts,detailed,70,17.7,0.03,~,36.92,"76,800",3.2,24.4,31.28,37,44.13,49.16,"50,740","65,070","76,970","91,790","102,250",,,2016
312100,Beverage Manufacturing,15-1121,Computer Systems Analysts,detailed,420,8.1,0.19,1,39.72,"82,630",2.4,26.94,32.52,38.28,46.69,56.23,"56,040","67,650","79,630","97,110","116,970",,,2016
312200,Tobacco Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,40,24,0.29,10,25.68,"53,410",6.9,16.08,17.77,21.35,30.96,41.15,"33,440","36,960","44,420","64,400","85,600",,,2016
312200,Tobacco Manufacturing,15-1121,Computer Systems Analysts,detailed,60,29.8,0.43,6,42.16,"87,690",4,24.21,30.94,41.97,50.95,60.81,"50,350","64,360","87,290","105,970","126,480",,,2016
313200,Fabric Mills,13-1161,Market Research Analysts and Marketing Specialists,detailed,70,11.1,0.13,3,27.71,"57,630",4.6,15.74,18.31,25.43,36.15,46.46,"32,730","38,090","52,890","75,190","96,630",,,2016
313300,Textile and Fabric Finishing and Fabric Coating Mills,13-1161,Market Research Analysts and Marketing Specialists,detailed,90,17.4,0.3,4,31.84,"66,230",8.1,16.24,19.37,24.99,43.33,55.82,"33,770","40,300","51,990","90,130","116,100",,,2016
314100,Textile Furnishings Mills,13-1161,Market Research Analysts and Marketing Specialists,detailed,120,12.7,0.24,2,29.07,"60,470",3.6,16.84,20.76,27.63,34.96,41.82,"35,020","43,170","57,460","72,710","86,980",,,2016
314900,Other Textile Product Mills,13-1161,Market Research Analysts and Marketing Specialists,detailed,170,9.3,0.27,2,27.07,"56,310",2.9,15.73,19.69,24.71,34.19,39.93,"32,720","40,960","51,410","71,120","83,060",,,2016
315200,Cut and Sew Apparel Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,400,9.6,0.37,2,32.99,"68,620",3.3,18.62,22.99,29.42,39.02,55.48,"38,730","47,810","61,200","81,160","115,400",,,2016
315200,Cut and Sew Apparel Manufacturing,13-2051,Financial Analysts,detailed,40,24.9,0.04,~,38.58,"80,240",4,25.39,29.6,35.87,44.58,58.28,"52,820","61,570","74,610","92,720","121,220",,,2016
315900,Apparel Accessories and Other Apparel Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,80,34.2,0.66,1,31.48,"65,480",2.6,18.35,22.03,29.06,39.09,50.09,"38,170","45,830","60,440","81,310","104,190",,,2016
316200,Footwear Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,80,30.9,0.55,2,32.91,"68,460",8.4,19.6,23.03,29.12,38.72,52.89,"40,760","47,910","60,560","80,530","110,020",,,2016
316200,Footwear Manufacturing,13-2051,Financial Analysts,detailed,**,**,**,3,40.46,"84,150",9.5,24.28,30.62,39.23,49.54,59.64,"50,500","63,690","81,590","103,050","124,060",,,2016
316900,Other Leather and Allied Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,80,10.6,0.64,3,29.57,"61,520",8.1,15.1,18.51,28.3,37.44,48.48,"31,400","38,510","58,870","77,870","100,830",,,2016
321900,Other Wood Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,200,16.2,0.09,1,27.58,"57,370",3.8,15.12,18.13,26.05,35.23,45.23,"31,450","37,710","54,190","73,280","94,080",,,2016
321900,Other Wood Product Manufacturing,15-1121,Computer Systems Analysts,detailed,50,42.6,0.02,~,38.34,"79,740",3.2,25.38,29.78,38.78,45.82,50.29,"52,790","61,940","80,650","95,300","104,590",,,2016
322100,"Pulp, Paper, and Paperboard Mills",13-1161,Market Research Analysts and Marketing Specialists,detailed,80,16,0.08,5,27.34,"56,880",5.2,14.38,17.92,25.5,32.76,43.05,"29,910","37,280","53,040","68,140","89,550",,,2016
322100,"Pulp, Paper, and Paperboard Mills",13-2051,Financial Analysts,detailed,160,13,0.16,6,37.1,"77,170",3.6,21.23,25.94,32.28,42.72,58.5,"44,160","53,950","67,140","88,850","121,670",,,2016
322100,"Pulp, Paper, and Paperboard Mills",15-1121,Computer Systems Analysts,detailed,120,22.3,0.12,7,36.67,"76,270",5.1,23.28,28.56,35.53,43.63,51.1,"48,420","59,400","73,910","90,740","106,290",,,2016
322200,Converted Paper Product Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,80,12.3,0.03,1,29.8,"61,980",5.8,19.21,22.67,27.82,34.52,43.47,"39,960","47,160","57,860","71,790","90,420",,,2016
322200,Converted Paper Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,340,7.2,0.13,3,34.79,"72,360",3,18.42,24.41,31.9,43.6,57.33,"38,300","50,770","66,360","90,690","119,250",,,2016
322200,Converted Paper Product Manufacturing,13-2051,Financial Analysts,detailed,110,5.1,0.04,1,39.93,"83,060",2.7,27.27,31.82,37.11,45.18,53.09,"56,730","66,180","77,180","93,960","110,420",,,2016
322200,Converted Paper Product Manufacturing,15-1121,Computer Systems Analysts,detailed,180,9.8,0.07,1,43.49,"90,460",2.5,26.61,33.48,43.29,55.1,61.49,"55,340","69,630","90,040","114,620","127,910",,,2016
322200,Converted Paper Product Manufacturing,15-1141,Database Administrators,detailed,30,14.6,0.01,~,35.75,"74,370",7.3,19.47,25.3,30.94,40.8,69.5,"40,490","52,630","64,360","84,870","144,550",,,2016
