NAICS,NAICS_TITLE,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,YEAR
221100,"Electric Power Generation, Transmission and Distribution",15-2031,Operations Research Analysts,detailed,770,17.6,0.2,2,40.98,"85,240",1.9,26.12,31.75,38.77,48,60.13,"54,340","66,030","80,640","99,840","125,070",,,2017
221200,Natural Gas Distribution,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,160,6,0.14,1,42.68,"88,780",2.2,25.75,34.21,42.52,49.86,61.36,"53,570","71,160","88,440","103,700","127,620",,,2017
221200,Natural Gas Distribution,13-1161,Market Research Analysts and Marketing Specialists,detailed,830,10,0.74,6,39.72,"82,620",2.5,20.29,27.86,39.14,50.09,61.76,"42,200","57,940","81,410","104,180","128,470",,,2017
221200,Natural Gas Distribution,13-2031,Budget Analysts,detailed,60,3.7,0.05,1,43.88,"91,270",3,28.53,35.12,44.12,52.81,60.35,"59,340","73,050","91,780","109,840","125,520",,,2017
221200,Natural Gas Distribution,13-2041,Credit Analysts,detailed,80,23.1,0.07,1,42.22,"87,820",3.9,23.57,32.66,42.74,50.82,61.68,"49,030","67,940","88,890","105,700","128,300",,,2017
221200,Natural Gas Distribution,13-2051,Financial Analysts,detailed,820,6.8,0.73,3,45.75,"95,160",2.6,28.93,35.55,44.1,55.07,65.19,"60,170","73,940","91,720","114,550","135,600",,,2017
221200,Natural Gas Distribution,15-1121,Computer Systems Analysts,detailed,"1,170",10.9,1.04,4,48.56,"101,000",2.2,33.45,39.58,47.87,57.91,65.15,"69,570","82,320","99,570","120,450","135,510",,,2017
221200,Natural Gas Distribution,15-1122,Information Security Analysts,detailed,180,17.5,0.16,1,46.77,"97,280",5.1,19.67,33.02,44.9,57.44,76.13,"40,910","68,670","93,390","119,480","158,340",,,2017
221200,Natural Gas Distribution,15-1141,Database Administrators,detailed,180,11.5,0.16,1,47.03,"97,830",2.7,27.71,35.13,49.08,58.71,65.79,"57,630","73,060","102,090","122,110","136,850",,,2017
221200,Natural Gas Distribution,15-2031,Operations Research Analysts,detailed,330,19.4,0.3,1,41.44,"86,200",3.2,25.82,30.19,38.6,49.69,63.17,"53,700","62,790","80,300","103,350","131,390",,,2017
221300,"Water, Sewage and Other Systems",13-2031,Budget Analysts,detailed,60,37.6,0.12,~,28.35,"58,960",6.6,20.38,23.54,26.88,31.79,41.09,"42,380","48,960","55,910","66,110","85,470",,,2017
221300,"Water, Sewage and Other Systems",13-2051,Financial Analysts,detailed,50,24.6,0.09,~,40.37,"83,960",6.8,18.83,33.56,41.9,47.97,54.89,"39,170","69,800","87,140","99,780","114,170",,,2017
236100,Residential Building Construction,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,60,10.8,0.01,~,32.92,"68,470",7.4,22.56,25.89,29.17,35.55,41.87,"46,930","53,840","60,680","73,940","87,080",,,2017
236100,Residential Building Construction,13-1161,Market Research Analysts and Marketing Specialists,detailed,"2,610",6.2,0.35,1,27.59,"57,380",3.3,14.02,18.02,24.78,34.01,48.01,"29,150","37,480","51,550","70,730","99,860",,,2017
236100,Residential Building Construction,13-2031,Budget Analysts,detailed,80,25.4,0.01,~,30.04,"62,490",14.3,16.27,18.22,29.75,40.86,46.81,"33,850","37,890","61,880","85,000","97,370",,,2017
236100,Residential Building Construction,13-2051,Financial Analysts,detailed,320,16.5,0.04,~,39.52,"82,200",5.4,24.02,30.41,37.11,45.77,60.23,"49,970","63,260","77,200","95,190","125,270",,,2017
236100,Residential Building Construction,15-1121,Computer Systems Analysts,detailed,90,18.7,0.01,~,43.15,"89,750",6,26.35,33.59,42.2,50.53,58.99,"54,810","69,860","87,780","105,110","122,710",,,2017
236100,Residential Building Construction,15-1141,Database Administrators,detailed,30,37.3,0,~,39.27,"81,690",5.4,30.86,34.05,38.11,44.21,52.02,"64,200","70,820","79,270","91,950","108,200",,,2017
236200,Nonresidential Building Construction,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,200,11,0.03,~,30.88,"64,230",2.4,19.62,24.82,30.34,36.38,41.45,"40,810","51,620","63,100","75,670","86,220",,,2017
236200,Nonresidential Building Construction,13-1161,Market Research Analysts and Marketing Specialists,detailed,"2,370",4.4,0.3,3,33.05,"68,740",2.8,19.16,24.16,29.79,38.31,50.37,"39,850","50,260","61,970","79,690","104,770",,,2017
236200,Nonresidential Building Construction,13-2031,Budget Analysts,detailed,170,25.2,0.02,~,37.34,"77,670",2.5,25.64,30.12,35.95,43.18,51.16,"53,330","62,650","74,770","89,810","106,410",,,2017
236200,Nonresidential Building Construction,13-2051,Financial Analysts,detailed,460,19.8,0.06,~,44.48,"92,520",4.9,26.55,32.58,41.45,54.04,70.47,"55,220","67,760","86,220","112,400","146,570",,,2017
236200,Nonresidential Building Construction,15-1121,Computer Systems Analysts,detailed,520,21.9,0.07,~,44.76,"93,100",6.8,22.66,29.62,41.49,51.42,64.36,"47,130","61,610","86,290","106,960","133,870",,,2017
236200,Nonresidential Building Construction,15-1122,Information Security Analysts,detailed,50,13.6,0.01,~,51.45,"107,020",4.1,30.73,39.66,51.46,64.72,74.98,"63,910","82,490","107,040","134,620","155,970",,,2017
236200,Nonresidential Building Construction,15-1141,Database Administrators,detailed,100,13.7,0.01,~,49.01,"101,940",6.2,26.23,35.3,47.23,60.53,79.16,"54,550","73,410","98,230","125,910","164,660",,,2017
237100,Utility System Construction,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,80,17.9,0.02,~,29.95,"62,290",3.7,19.97,23.14,28.36,35.14,41.34,"41,530","48,120","58,980","73,090","85,980",,,2017
237100,Utility System Construction,13-1161,Market Research Analysts and Marketing Specialists,detailed,170,11.8,0.03,~,32.12,"66,820",3.8,16.48,21.53,27.89,39.02,58.34,"34,270","44,780","58,020","81,160","121,350",,,2017
237100,Utility System Construction,15-1121,Computer Systems Analysts,detailed,320,24.2,0.06,~,44.93,"93,440",5.3,28.07,34.61,44.54,55.36,62.18,"58,380","71,990","92,640","115,160","129,340",,,2017
237100,Utility System Construction,15-1122,Information Security Analysts,detailed,60,37.1,0.01,~,53.16,"110,570",7.8,29.16,37.08,53.4,63.74,77.77,"60,650","77,130","111,070","132,590","161,760",,,2017
237200,Land Subdivision,13-1161,Market Research Analysts and Marketing Specialists,detailed,500,18.3,1.26,6,29.16,"60,660",11,10.3,14.09,26.07,40.53,52.11,"21,410","29,320","54,230","84,300","108,390",,,2017
237200,Land Subdivision,13-2051,Financial Analysts,detailed,140,15.8,0.36,1,41.07,"85,420",3.8,25.71,30.26,39.64,48.54,61.13,"53,480","62,940","82,450","100,950","127,150",,,2017
237300,"Highway, Street, and Bridge Construction",13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,40,18.5,0.01,~,31.5,"65,510",3.7,21.44,26.2,30.69,37.43,44.19,"44,590","54,490","63,830","77,850","91,920",,,2017
237300,"Highway, Street, and Bridge Construction",13-1161,Market Research Analysts and Marketing Specialists,detailed,50,12.1,0.01,~,33.05,"68,750",4.3,17.81,24.24,30.83,40.46,52.37,"37,040","50,420","64,120","84,150","108,930",,,2017
237900,Other Heavy and Civil Engineering Construction,13-1161,Market Research Analysts and Marketing Specialists,detailed,70,17.6,0.06,1,34.24,"71,230",10.2,17.79,21.49,25.99,37.59,67.27,"37,000","44,690","54,050","78,190","139,920",,,2017
237900,Other Heavy and Civil Engineering Construction,13-2051,Financial Analysts,detailed,30,21.2,0.03,~,51.29,"106,680",19.4,19.17,27.43,45.88,59.36,95.49,"39,860","57,050","95,430","123,470","198,610",,,2017
238100,"Foundation, Structure, and Building Exterior Contractors",13-1161,Market Research Analysts and Marketing Specialists,detailed,300,23.5,0.03,~,23.84,"49,590",7.4,10.3,14.15,21.02,29.24,40.29,"21,420","29,440","43,730","60,820","83,800",,,2017
238200,Building Equipment Contractors,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,150,22,0.01,~,30.18,"62,760",4.3,19.63,23.66,28.86,36.08,44.53,"40,830","49,210","60,040","75,050","92,630",,,2017
238200,Building Equipment Contractors,13-1161,Market Research Analysts and Marketing Specialists,detailed,"1,260",7,0.06,1,28.08,"58,410",2.4,14.61,18.65,25.31,35.33,47.52,"30,390","38,790","52,640","73,490","98,840",,,2017
238200,Building Equipment Contractors,13-2051,Financial Analysts,detailed,160,15,0.01,~,39.33,"81,810",5.1,22.79,30.93,37.44,45.77,53.4,"47,410","64,330","77,870","95,200","111,070",,,2017
238200,Building Equipment Contractors,15-1121,Computer Systems Analysts,detailed,340,10.5,0.02,~,40.91,"85,090",3.3,25.92,31.09,38.48,49.11,62.22,"53,910","64,660","80,050","102,150","129,420",,,2017
238200,Building Equipment Contractors,15-1122,Information Security Analysts,detailed,90,32.9,0,~,33.09,"68,830",6.6,21.47,25.18,29.39,37.32,53.48,"44,670","52,380","61,120","77,630","111,240",,,2017
238200,Building Equipment Contractors,15-1141,Database Administrators,detailed,140,20.8,0.01,~,36.61,"76,140",4.2,17.08,21.96,34.87,46.01,63.5,"35,520","45,680","72,540","95,710","132,080",,,2017
238300,Building Finishing Contractors,13-1161,Market Research Analysts and Marketing Specialists,detailed,480,15.2,0.06,~,26.08,"54,250",6.4,11.33,15.48,24.5,33.8,42.47,"23,570","32,200","50,960","70,300","88,340",,,2017
238900,Other Specialty Trade Contractors,13-1161,Market Research Analysts and Marketing Specialists,detailed,140,16.6,0.02,~,27.67,"57,560",5.5,12.4,17.95,26.42,34.8,43.15,"25,790","37,340","54,950","72,390","89,750",,,2017
238900,Other Specialty Trade Contractors,13-2051,Financial Analysts,detailed,50,22.4,0.01,~,38.87,"80,850",6,26.53,29.72,36.66,46.01,57.01,"55,190","61,830","76,250","95,700","118,580",,,2017
238900,Other Specialty Trade Contractors,15-1121,Computer Systems Analysts,detailed,**,**,**,~,31.02,"64,510",10.2,22.04,26.02,29.8,35.33,38.92,"45,840","54,120","61,990","73,480","80,960",,,2017
311100,Animal Food Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,30,31.1,0.06,1,26.55,"55,220",4.7,17.32,20.61,26.56,30.95,36.93,"36,020","42,880","55,250","64,380","76,810",,,2017
311100,Animal Food Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,320,34.8,0.53,3,31.27,"65,040",5.9,14.84,21.24,29.24,39.86,53.28,"30,880","44,180","60,810","82,910","110,810",,,2017
311200,Grain and Oilseed Milling,13-1161,Market Research Analysts and Marketing Specialists,detailed,150,34,0.24,4,*,*,*,*,*,*,*,*,*,*,*,*,*,,,2017
311200,Grain and Oilseed Milling,13-2051,Financial Analysts,detailed,200,33,0.33,3,41.96,"87,270",5.4,23.68,27.76,35.29,47.05,61.14,"49,240","57,730","73,400","97,860","127,170",,,2017
311200,Grain and Oilseed Milling,15-1121,Computer Systems Analysts,detailed,110,44.9,0.18,1,38.69,"80,480",2.4,24.1,30.29,38.42,47.49,55.84,"50,120","63,000","79,920","98,780","116,140",,,2017
311200,Grain and Oilseed Milling,15-2031,Operations Research Analysts,detailed,**,**,**,1,32.14,"66,850",2.8,19.65,22.17,28.5,40.65,50.76,"40,870","46,120","59,280","84,560","105,580",,,2017
311300,Sugar and Confectionery Product Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,40,27.2,0.05,1,33.63,"69,950",4.8,20.34,26.32,33.6,41.72,47.7,"42,300","54,750","69,890","86,780","99,220",,,2017
311300,Sugar and Confectionery Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,310,12.8,0.42,5,28.46,"59,200",4,14.94,18.9,25.17,34.68,45.88,"31,080","39,310","52,350","72,140","95,430",,,2017
311300,Sugar and Confectionery Product Manufacturing,13-2051,Financial Analysts,detailed,50,11.3,0.07,1,41.69,"86,710",4.2,31.37,34.6,39.93,46.93,52.02,"65,250","71,970","83,050","97,610","108,210",,,2017
311300,Sugar and Confectionery Product Manufacturing,15-1121,Computer Systems Analysts,detailed,50,7.2,0.06,1,43.65,"90,780",4.2,25.26,33.66,45.2,55.66,62.07,"52,550","70,010","94,020","115,770","129,100",,,2017
311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,180,10.7,0.11,4,32.17,"66,910",2.9,18.89,23.74,30.17,38.59,48.92,"39,280","49,390","62,760","80,260","101,750",,,2017
311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,13-2051,Financial Analysts,detailed,100,10.7,0.06,3,35.65,"74,150",3.7,25.87,28.45,33.23,39.21,46.92,"53,810","59,170","69,130","81,560","97,600",,,2017
311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,15-1121,Computer Systems Analysts,detailed,60,12.8,0.04,2,41.6,"86,540",3.4,24.72,32.96,40.4,49.15,60.58,"51,420","68,550","84,030","102,230","126,000",,,2017
311500,Dairy Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,320,5.6,0.22,6,34.5,"71,760",4.3,18.99,22.84,29.87,43.33,58.91,"39,500","47,500","62,120","90,130","122,540",,,2017
311500,Dairy Product Manufacturing,13-2031,Budget Analysts,detailed,30,36.4,0.02,~,40.11,"83,440",5.9,27.12,30.72,38.13,49.9,58.08,"56,410","63,890","79,320","103,780","120,820",,,2017
311500,Dairy Product Manufacturing,13-2051,Financial Analysts,detailed,80,8.4,0.06,2,36.77,"76,480",4.2,22.36,28.04,35.3,44.68,55.35,"46,500","58,330","73,430","92,940","115,120",,,2017
311500,Dairy Product Manufacturing,15-1121,Computer Systems Analysts,detailed,190,11.1,0.13,3,40.62,"84,500",3,23.31,29.85,41.01,49.72,59.69,"48,490","62,080","85,300","103,410","124,160",,,2017
311500,Dairy Product Manufacturing,15-2031,Operations Research Analysts,detailed,30,30.5,0.02,~,41.17,"85,640",8.7,23.43,29.42,38.73,52.29,64.12,"48,730","61,180","80,550","108,750","133,360",,,2017
311600,Animal Slaughtering and Processing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,70,7.2,0.01,1,26.48,"55,070",2,16.3,20.52,25.81,32.74,37.47,"33,900","42,690","53,690","68,090","77,940",,,2017
311600,Animal Slaughtering and Processing,13-1161,Market Research Analysts and Marketing Specialists,detailed,240,13.1,0.05,2,27.58,"57,360",6.1,11.49,16.88,23.6,36.01,48.3,"23,900","35,100","49,080","74,890","100,460",,,2017
311600,Animal Slaughtering and Processing,15-1121,Computer Systems Analysts,detailed,90,11.4,0.02,1,38.29,"79,640",3.9,25.64,31.07,37.1,45.61,54.31,"53,330","64,620","77,180","94,870","112,970",,,2017
311800,Bakeries and Tortilla Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,60,20.3,0.02,~,30.74,"63,950",4.1,20.08,22.94,27.95,38.86,47.95,"41,760","47,720","58,130","80,830","99,740",,,2017
311800,Bakeries and Tortilla Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,380,12.4,0.12,1,30.25,"62,910",3.2,15.66,21.42,27.74,36.65,49.59,"32,560","44,550","57,700","76,240","103,140",,,2017
311800,Bakeries and Tortilla Manufacturing,13-2051,Financial Analysts,detailed,120,28.2,0.04,~,41.45,"86,220",3.6,25.85,30.38,39.84,48.53,60.87,"53,760","63,200","82,860","100,940","126,610",,,2017
311800,Bakeries and Tortilla Manufacturing,15-1121,Computer Systems Analysts,detailed,30,13.6,0.01,~,39.3,"81,750",4.4,26.02,29.19,38.1,47.02,57.85,"54,130","60,710","79,250","97,810","120,330",,,2017
311900,Other Food Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,30,10.9,0.01,~,31.8,"66,140",3.1,18.3,26.27,32.39,38.13,44.51,"38,070","54,650","67,370","79,310","92,580",,,2017
311900,Other Food Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,800,8.5,0.37,7,31.45,"65,420",2.6,17.65,22.19,28.73,38.22,51.41,"36,720","46,160","59,760","79,500","106,940",,,2017
311900,Other Food Manufacturing,13-2051,Financial Analysts,detailed,150,18.1,0.07,1,38.2,"79,450",2.1,25.62,29.81,36.69,44.99,52.77,"53,300","62,000","76,320","93,590","109,770",,,2017
311900,Other Food Manufacturing,15-1121,Computer Systems Analysts,detailed,90,15.7,0.04,1,43.48,"90,430",2.6,26.36,34.62,43.59,52.04,61.6,"54,830","72,010","90,660","108,240","128,120",,,2017
311900,Other Food Manufacturing,15-2031,Operations Research Analysts,detailed,50,10.8,0.02,1,45.06,"93,730",2.4,30.57,36.34,44.52,53.56,61.59,"63,590","75,590","92,610","111,410","128,100",,,2017
312100,Beverage Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,"1,650",6.4,0.67,9,29.53,"61,430",2.5,15.39,19.15,26.56,36.06,49.07,"32,010","39,830","55,240","75,000","102,070",,,2017
312100,Beverage Manufacturing,13-2051,Financial Analysts,detailed,90,16.6,0.04,~,37.61,"78,230",2.9,26.7,32.16,37.18,44.24,49.75,"55,540","66,900","77,340","92,020","103,480",,,2017
312100,Beverage Manufacturing,15-1121,Computer Systems Analysts,detailed,370,5.5,0.15,1,40.42,"84,080",2.4,27.28,33,39.02,47.45,57.28,"56,740","68,650","81,160","98,700","119,140",,,2017
312200,Tobacco Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,40,22.3,0.37,10,26.26,"54,630",5.9,16.64,18.66,23.8,30.21,39.62,"34,600","38,800","49,510","62,830","82,400",,,2017
312200,Tobacco Manufacturing,15-1121,Computer Systems Analysts,detailed,50,29.7,0.38,8,43.5,"90,480",4.7,22.94,32.19,42.3,54.78,64.67,"47,720","66,950","87,990","113,950","134,520",,,2017
313200,Fabric Mills,13-1161,Market Research Analysts and Marketing Specialists,detailed,70,11.9,0.13,4,28.75,"59,790",4.1,16.02,19.23,26.25,37.31,47.96,"33,320","40,000","54,610","77,600","99,760",,,2017
313200,Fabric Mills,15-1121,Computer Systems Analysts,detailed,30,13,0.06,2,36.64,"76,210",4.1,25.27,29.4,34.49,39.56,55.77,"52,560","61,160","71,740","82,280","116,010",,,2017
313300,Textile and Fabric Finishing and Fabric Coating Mills,13-1161,Market Research Analysts and Marketing Specialists,detailed,60,10.9,0.22,3,34.25,"71,230",5.5,15.36,20.6,29.52,44.4,62.1,"31,940","42,850","61,400","92,360","129,170",,,2017
314100,Textile Furnishings Mills,13-1161,Market Research Analysts and Marketing Specialists,detailed,90,13.1,0.17,3,27.39,"56,970",5,16.56,19.23,24.89,30.4,46.11,"34,440","40,000","51,770","63,230","95,900",,,2017
314900,Other Textile Product Mills,13-1161,Market Research Analysts and Marketing Specialists,detailed,190,12.5,0.29,2,26.88,"55,910",4.1,15.81,19.34,25.23,34.37,38.63,"32,880","40,230","52,470","71,500","80,360",,,2017
315200,Cut and Sew Apparel Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,460,10.9,0.45,3,32.75,"68,120",3.5,18.21,22.65,29.09,38.83,55.37,"37,880","47,100","60,520","80,770","115,160",,,2017
315200,Cut and Sew Apparel Manufacturing,13-2051,Financial Analysts,detailed,50,17.5,0.04,~,40.31,"83,850",3.5,25.7,30.65,39.4,47.08,58.5,"53,460","63,750","81,960","97,930","121,680",,,2017
315200,Cut and Sew Apparel Manufacturing,15-1121,Computer Systems Analysts,detailed,30,14.6,0.03,~,35.84,"74,550",5.9,19.95,26.7,35.6,43.94,52.49,"41,500","55,530","74,040","91,400","109,170",,,2017
315900,Apparel Accessories and Other Apparel Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,50,35.8,0.42,2,28.08,"58,400",3.6,15.45,19.45,25.15,37.07,45.42,"32,140","40,450","52,300","77,110","94,470",,,2017
316200,Footwear Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,**,**,**,4,34.61,"71,990",8.5,19.78,23.42,30.56,41.92,57.15,"41,130","48,710","63,560","87,180","118,860",,,2017
316200,Footwear Manufacturing,13-2051,Financial Analysts,detailed,**,**,**,5,42.72,"88,860",9.1,25.3,32.58,41.93,52.6,62.16,"52,630","67,780","87,220","109,400","129,290",,,2017
316900,Other Leather and Allied Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,90,42.4,0.85,4,29.67,"61,710",6.7,15.16,17.58,25.92,39.34,51.36,"31,530","36,560","53,920","81,820","106,820",,,2017
321900,Other Wood Product Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,30,45.2,0.01,~,31.07,"64,630",9.1,22.33,25.57,28.09,30.67,52.37,"46,450","53,190","58,430","63,800","108,940",,,2017
321900,Other Wood Product Manufacturing,13-1161,Market Research Analysts and Marketing Specialists,detailed,220,11.9,0.1,1,26.54,"55,190",3.8,15.39,18.37,24.95,33.75,41.02,"32,020","38,200","51,890","70,190","85,320",,,2017
321900,Other Wood Product Manufacturing,15-1121,Computer Systems Analysts,detailed,70,25.3,0.03,~,36.26,"75,430",4.9,24.39,28.2,36.43,44.56,48.83,"50,740","58,670","75,780","92,680","101,560",,,2017
322100,"Pulp, Paper, and Paperboard Mills",13-1161,Market Research Analysts and Marketing Specialists,detailed,50,22.3,0.06,4,28.7,"59,690",5.8,15.89,19.06,26.07,35,46.72,"33,050","39,640","54,230","72,810","97,180",,,2017
322100,"Pulp, Paper, and Paperboard Mills",13-2051,Financial Analysts,detailed,140,14.3,0.15,8,37.66,"78,330",3.4,22.18,27.54,35.31,45.38,58.55,"46,130","57,280","73,450","94,400","121,780",,,2017
322100,"Pulp, Paper, and Paperboard Mills",15-1121,Computer Systems Analysts,detailed,90,13.4,0.1,8,44.27,"92,090",8.8,26.62,32.24,38.51,47.57,60.89,"55,370","67,060","80,110","98,950","126,660",,,2017
322200,Converted Paper Product Manufacturing,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,80,12.1,0.03,1,30.3,"63,010",6.4,20.08,22.85,27.85,34.65,44.85,"41,770","47,530","57,930","72,080","93,300",,,2017
